iter	PRAUC	Logloss
107	0.9867981214	0.1523970746
108	0.9868365214	0.1520817244
109	0.9868376121	0.1520703248
110	0.9868495625	0.152005143
111	0.9868624652	0.1519091565
112	0.9868828396	0.1517784737
113	0.9869016562	0.1516670579
114	0.9869134566	0.151593152
115	0.9869176001	0.1515698033
116	0.986928981	0.1514859637
117	0.9869295925	0.151483089
118	0.9869585092	0.1512865211
119	0.9869589349	0.1512840193
120	0.9869732205	0.1511936746
121	0.9869897265	0.1510794315
122	0.9869993737	0.1510260482
123	0.987005623	0.1509794399
124	0.9870157195	0.1509066169
125	0.9870216677	0.1508746551
126	0.9870561695	0.1505956255
127	0.9870624968	0.1505586639
128	0.9870703315	0.1505001684
129	0.987076901	0.1504581323
130	0.9870824054	0.1504202012
131	0.9870905193	0.15036776
132	0.9870980318	0.1503253339
133	0.9871041919	0.1502683477
134	0.9871123144	0.1502001607
135	0.9871215119	0.150151028
136	0.9871291036	0.1500819026
137	0.9871485819	0.1498557745
138	0.9871564872	0.1498088061
139	0.9871740044	0.1497292873
140	0.9871780832	0.1497066333
141	0.9871832009	0.1496740705
142	0.9872001765	0.1494852104
143	0.9872052745	0.1494496589
144	0.987214281	0.1493849721
145	0.9872155648	0.1493737903
146	0.9872247017	0.149322479
147	0.9872277139	0.1493026592
148	0.9872388583	0.1492011684
149	0.9872468795	0.1491448792
150	0.9872723016	0.1489298503
151	0.9872786777	0.1488983906
152	0.9872907954	0.1487776986
153	0.9872907954	0.1487776985
154	0.9872960638	0.1487412573
155	0.9873082953	0.1486630812
156	0.9873149302	0.1486308004
157	0.9873321644	0.1484769393
158	0.9873504175	0.1483071711
159	0.9873534299	0.1482801843
160	0.9873645426	0.1481341227
161	0.9873680395	0.1481087033
162	0.9873804869	0.1479931766
163	0.9873860503	0.1479372197
164	0.9873991477	0.1478817471
165	0.987410464	0.1478085696
166	0.987415449	0.1477810569
167	0.9874179272	0.1477663845
168	0.9874185306	0.1477633906
169	0.9874248412	0.1477283537
170	0.9874378139	0.1476188784
171	0.9874422356	0.1475959783
172	0.9874677383	0.1474469136
173	0.9874821726	0.14730001
174	0.9874961251	0.1472014998
175	0.9875027197	0.1471476789
176	0.9875037139	0.1471443166
177	0.9875118894	0.1470530937
178	0.9875299804	0.1469002563
179	0.9875388137	0.1468510163
180	0.9875433715	0.1468168232
181	0.9875478859	0.1467960469
182	0.9875539524	0.1467599654
183	0.9875586312	0.1467329148
184	0.9875687339	0.146686954
185	0.9875735067	0.1466607564
186	0.9875797772	0.1466184704
187	0.9875929385	0.1465122838
188	0.9875989203	0.1464836569
189	0.9876098376	0.1464254705
190	0.9876103039	0.1464228099
191	0.9876185531	0.1463877414
192	0.9876292308	0.1463340395
193	0.9876364311	0.1462936296
194	0.9876442094	0.1462545782
195	0.987652894	0.1462113793
196	0.987652894	0.1462113782
197	0.9876913529	0.1459336209
198	0.987699721	0.1458888708
199	0.9877225095	0.1457366327
200	0.9877256615	0.145720686
201	0.9877355782	0.1456816158
202	0.9877379393	0.1456638987
203	0.9877415874	0.1456412823
204	0.9878390616	0.1449923279
205	0.98784287	0.1449728676
206	0.9878718401	0.1447558786
207	0.9878805222	0.1446977065
208	0.9878836869	0.1446798965
209	0.9879048418	0.144480857
210	0.9879061305	0.1444739711
211	0.9879113324	0.1444547918
212	0.9879125894	0.1444493408
213	0.9879129484	0.1444461569
214	0.987913154	0.1444444079
215	0.9879224305	0.1444030559
216	0.9879317006	0.1442944786
217	0.9879425613	0.1442191554
218	0.9879468879	0.14419732
219	0.9879523478	0.1441598848
220	0.9879564297	0.1441366928
221	0.9879592785	0.1441207112
222	0.9879686465	0.1440107023
223	0.987972375	0.1439909323
224	0.9879757403	0.1439745755
225	0.9879820674	0.1439424422
226	0.9879841571	0.1439300511
227	0.9879897198	0.1439037641
228	0.9879918698	0.1438950683
229	0.9879968947	0.1438572744
230	0.9880001137	0.1438396833
231	0.98800424	0.143808458
232	0.9880052789	0.1437998537
233	0.9880112366	0.1437754733
234	0.9880112373	0.1437754318
235	0.9880120081	0.1437722568
236	0.9880247666	0.1437059319
237	0.9880338712	0.1436565336
238	0.988050304	0.1435863816
239	0.9880567284	0.1435447402
240	0.988088132	0.1432637182
241	0.9881352376	0.1428741556
242	0.9881403834	0.1428455428
243	0.9881462647	0.1428129823
244	0.988151898	0.1427802698
245	0.9881849507	0.1425130845
246	0.9881950922	0.1424178722
247	0.9881984456	0.1423987822
248	0.9882165757	0.1422947651
249	0.9882260184	0.1422297972
250	0.9882294169	0.1422132618
251	0.9882391403	0.1421336991
252	0.9882567052	0.1420220161
253	0.9882779373	0.1418574263
254	0.9882853071	0.1418213961
255	0.9882905024	0.1417949873
256	0.9882960931	0.1417509548
257	0.9883047927	0.1416602351
258	0.9883170181	0.1415839599
259	0.988317683	0.1415794321
260	0.9883254531	0.1415457221
261	0.9883407207	0.1414747342
262	0.9883618907	0.1413317848
263	0.9883737251	0.1411830533
264	0.988387869	0.1411068564
265	0.9883943449	0.141072962
266	0.9884019268	0.1410299356
267	0.9884171195	0.1409394222
268	0.9884236736	0.1409074694
269	0.9884363009	0.1408528511
270	0.9885289383	0.1401708126
271	0.988531814	0.1401550971
272	0.9885387766	0.1401170521
273	0.9885418041	0.1400999052
274	0.9885458954	0.1400767893
275	0.9885604422	0.1399372629
276	0.988567283	0.1398993747
277	0.9885807143	0.139834954
278	0.9885879633	0.1397978273
279	0.9885972607	0.1397273125
280	0.9886032848	0.1396898269
281	0.9886135746	0.1396414302
282	0.9886182354	0.1396124247
283	0.9886228766	0.1395837447
284	0.9886332119	0.1395292835
285	0.9886450537	0.1393826339
286	0.9886607784	0.1392657183
287	0.9886648332	0.1392457218
288	0.9886735072	0.1392082326
289	0.9886781162	0.139182451
290	0.9886868064	0.1391443284
291	0.9886899667	0.1391286535
292	0.9886963371	0.1390880907
293	0.9887018871	0.1390595094
294	0.9887075102	0.1390311094
295	0.9887082348	0.1390261279
296	0.9887181412	0.1389581983
297	0.988722758	0.1389274456
298	0.9887287776	0.1389013481
299	0.9887454287	0.1388277292
300	0.9887520519	0.1387963471
301	0.9887542591	0.1387837362
302	0.9887620021	0.1387482446
303	0.9887691029	0.1387061379
304	0.9887741176	0.1386757868
305	0.988777391	0.1386544991
306	0.9887825856	0.1385969725
307	0.988786306	0.1385628911
308	0.9888588495	0.138084199
309	0.9888626735	0.1380601003
310	0.9888861861	0.1379082668
311	0.9888930588	0.1378693234
312	0.9889042594	0.1378168972
313	0.9889139151	0.1377661598
314	0.9889251204	0.1376589125
315	0.9889348145	0.1376143106
316	0.9889459103	0.1375619624
317	0.9889565151	0.1375018871
318	0.9889617099	0.1374737983
319	0.9889663526	0.1374505654
320	0.9890375824	0.13699034
321	0.9890494126	0.1369263266
322	0.9890620898	0.136794339
323	0.9890656621	0.1367597662
324	0.9890670221	0.1367527112
325	0.9890708892	0.1367295651
326	0.9890861437	0.1366300531
327	0.9890955796	0.1365883211
328	0.9891089621	0.1365115658
329	0.989115749	0.1364777668
330	0.9891194476	0.1364606991
331	0.9891273068	0.136421975
332	0.9891346875	0.1363756708
333	0.9891380459	0.1363522424
334	0.9891480107	0.1362850818
335	0.9891604575	0.1362268493
336	0.9891627451	0.1362135303
337	0.98918186	0.1360869958
338	0.9891870347	0.1360588042
339	0.9891986245	0.1360040093
340	0.9892033139	0.1359777619
341	0.9892101609	0.1359415531
342	0.9892209987	0.1358593764
343	0.9892345722	0.1357872568
344	0.9892375146	0.1357683824
345	0.989246673	0.1357178868
346	0.9892496178	0.1356884337
347	0.9892535457	0.135668124
348	0.9892619073	0.135622278
349	0.9892676377	0.1355754306
350	0.9892743655	0.1355375246
351	0.9892820581	0.1355000557
352	0.9892831795	0.1354932671
353	0.989294343	0.1354401121
354	0.9893007361	0.1354071395
355	0.9893074072	0.1353607087
356	0.9893105152	0.1353364048
357	0.989317292	0.1352994932
358	0.9893225787	0.135264727
359	0.9893308437	0.1352139816
360	0.9893375735	0.1351759084
361	0.9893467436	0.1351253332
362	0.9893568822	0.1350724325
363	0.9893646831	0.1349785225
364	0.9893687068	0.1349617019
365	0.9893788024	0.1349109886
366	0.9893873635	0.1348593119
367	0.9893981103	0.1348124243
368	0.9894062956	0.1347398459
369	0.9894143862	0.1346906958
370	0.9894217858	0.1346456032
371	0.9894276679	0.1346119301
372	0.9894371852	0.1345121281
373	0.9894473388	0.1344632772
374	0.98945415	0.1343997237
375	0.9894600503	0.1343667945
376	0.9894673341	0.134314881
377	0.9894846956	0.1341989774
378	0.9894862054	0.1341913655
379	0.9894947178	0.1341476376
380	0.989497859	0.1341277056
381	0.9895020924	0.134103395
382	0.9895148583	0.1340425773
383	0.9895202226	0.1340106378
384	0.9895212467	0.1340038449
385	0.9895290999	0.1339657865
386	0.9895372729	0.1339194676
387	0.9895408122	0.1338979623
388	0.9895454906	0.1338718754
389	0.9895547158	0.1338214278
390	0.9895613963	0.1337860837
391	0.989572399	0.1336880583
392	0.9895751916	0.1336746641
393	0.9895787199	0.1336433678
394	0.989588248	0.1335939421
395	0.9895952458	0.1335534978
396	0.9896050631	0.1334588043
397	0.9896098085	0.1334326487
398	0.9896138879	0.1334069697
399	0.9896192027	0.1333797592
400	0.9896245838	0.1333051977
401	0.9896325704	0.1332672531
402	0.9896393724	0.1332303568
403	0.9896509797	0.1331784394
404	0.9896525617	0.1331682706
405	0.9896598289	0.1331285799
406	0.9896664684	0.1330908017
407	0.9896730961	0.1330532924
408	0.989680304	0.1330133972
409	0.9896889162	0.1329567966
410	0.9896976788	0.1329224289
411	0.9897034931	0.132890092
412	0.9897114242	0.1328434576
413	0.9897165923	0.1327989906
414	0.989724953	0.1327556343
415	0.989737013	0.1327041929
416	0.98974566	0.1326652222
417	0.9897547394	0.1326226296
418	0.9897589325	0.1325534945
419	0.9897686574	0.1325073195
420	0.9897849047	0.1324328371
421	0.9897875604	0.1324166696
422	0.9897996671	0.1323560828
423	0.9898090558	0.1323172517
424	0.9898130538	0.13229788
425	0.9898183574	0.132273422
426	0.9898807147	0.1318602694
427	0.9898873637	0.1318258961
428	0.9898976392	0.1317626855
429	0.9899083035	0.131706834
430	0.9899143183	0.1316749379
431	0.9899171628	0.1316594039
432	0.989920472	0.1316444982
433	0.9899274223	0.1316080042
434	0.9899322647	0.1315845759
435	0.9899421234	0.1315253528
436	0.989949214	0.1314845692
437	0.9899636263	0.13142287
438	0.9899728787	0.1313403819
439	0.9899801251	0.1313044926
440	0.9899881405	0.1312218115
441	0.9899919196	0.1311978934
442	0.9899983228	0.1311673739
443	0.9900080726	0.1311144006
444	0.9900673848	0.1306243883
445	0.9900749172	0.1305844822
446	0.9900805199	0.1305525633
447	0.9900882008	0.1304953035
448	0.9900989417	0.1304494834
449	0.9901137607	0.1303648708
450	0.9901200306	0.1303269082
451	0.990133542	0.13024548
452	0.990136148	0.130230261
453	0.9901448391	0.1301876105
454	0.9901511561	0.1301525048
455	0.9901583464	0.1301155397
456	0.9901630295	0.1300898648
457	0.9901765024	0.1300203109
458	0.9901851453	0.1299475534
459	0.9901931675	0.1299047145
460	0.9902021842	0.1298492229
461	0.9902153487	0.1297858724
462	0.9902262562	0.1297412498
463	0.9902356814	0.1296938557
464	0.9902441818	0.1296117283
465	0.9902499069	0.1295756947
466	0.9902525244	0.1295606924
467	0.9902576732	0.129534549
468	0.9902735316	0.1294279162
469	0.9902797414	0.1293916646
470	0.9902881734	0.1293506176
471	0.990294189	0.1293162735
472	0.9903034976	0.129261027
473	0.9903066822	0.1292436041
474	0.9903149346	0.1292008853
475	0.9903176876	0.1291832285
476	0.990327407	0.1291295763
477	0.9903378004	0.1290762576
478	0.9903456389	0.1290361712
479	0.9903532066	0.1289790964
480	0.9903608353	0.1289324596
481	0.9903624853	0.1289194671
482	0.9903681365	0.1288874741
483	0.9903785209	0.1288416462
484	0.9903886396	0.1287930296
485	0.9903929699	0.1287648206
486	0.9903992264	0.1287332358
487	0.9904064827	0.1286906297
488	0.9904138772	0.1286537961
489	0.9904172573	0.1286329267
490	0.9904223311	0.1286033379
491	0.9904325857	0.1285490851
492	0.9904375952	0.1285184565
493	0.9904460737	0.1284731504
494	0.9904521679	0.1284410664
495	0.9904618939	0.1283863356
496	0.9904697077	0.1283486862
497	0.99047891	0.1283118454
498	0.9904847452	0.1282499035
499	0.9904966655	0.1281664677
500	0.9905015992	0.128137793
501	0.9905048674	0.1281168806
502	0.9905135134	0.1280783405
503	0.9905241775	0.1280115113
504	0.9905317429	0.127977846
505	0.9905348121	0.1279566779
506	0.9905441455	0.1279109897
507	0.9905478513	0.1278870675
508	0.9905595431	0.1278259138
509	0.9905680503	0.1277758942
510	0.9905718817	0.1277402194
511	0.9905823097	0.1276798784
512	0.9905861341	0.1276641223
513	0.9905898148	0.1276406863
514	0.9906015796	0.127571121
515	0.9906120674	0.1275123574
516	0.9906139397	0.1274959713
517	0.9906163201	0.1274854976
518	0.9906252228	0.1274420942
519	0.9906315809	0.1274042605
520	0.9906394026	0.1273578315
521	0.9906446809	0.1273312196
522	0.9906546384	0.1272384473
523	0.9906688323	0.1271677985
524	0.9906743119	0.12713991
525	0.9906794995	0.127111215
526	0.9906819011	0.127095749
527	0.9906914692	0.1270355266
528	0.9906957771	0.1270102243
529	0.9907046968	0.1269647966
530	0.9907116754	0.1269323603
531	0.990718358	0.1268976094
532	0.9907233287	0.1268676475
533	0.9907296604	0.1268383686
534	0.9907346385	0.1268093264
535	0.9907904894	0.1264379332
536	0.9907982489	0.1263988372
537	0.9908033884	0.1263682649
538	0.990817319	0.1262647247
539	0.9908196666	0.1262521975
540	0.9908274974	0.1261848665
541	0.9908350937	0.1261416539
542	0.9908375978	0.1261271547
543	0.9908436128	0.1260977735
544	0.9908535691	0.1260008494
545	0.9908581502	0.1259751846
546	0.990867603	0.1259247317
547	0.9908739726	0.1258882683
548	0.99088509	0.1258303744
549	0.9908924488	0.1257522047
550	0.990896276	0.1257296453
551	0.9909024993	0.1256809266
552	0.9909076461	0.1256515192
553	0.9909132633	0.1256199999
554	0.9909191073	0.1255713046
555	0.9909318037	0.1255039147
556	0.9909347332	0.1254854751
557	0.990943755	0.1254354022
558	0.9909541823	0.1253809962
559	0.9909607829	0.1253413698
560	0.9909707287	0.125282241
561	0.9909742007	0.1252602889
562	0.9909793997	0.1252308001
563	0.9909877713	0.1251861463
564	0.9909909287	0.1251659884
565	0.9910028931	0.1251163367
566	0.9910069191	0.1250903242
567	0.9910146194	0.1250506342
568	0.9910234089	0.1250072541
569	0.99102654	0.1249874384
570	0.9910351194	0.1249449097
571	0.9910388564	0.1249206524
572	0.9910422843	0.1249012592
573	0.9910464761	0.1248728778
574	0.9910484006	0.1248261472
575	0.9910523878	0.1248004134
576	0.9910572348	0.1247654736
577	0.9910604601	0.1247499949
578	0.9910684297	0.1247041518
579	0.991074951	0.1246623254
580	0.9910833685	0.1246041394
581	0.9910897134	0.1245692303
582	0.991093945	0.1245462105
583	0.9911005983	0.1245057977
584	0.9911032743	0.1244919548
585	0.9911105299	0.1244527623
586	0.9911138476	0.1244380298
587	0.9911213073	0.1243988891
588	0.9911724288	0.1239409965
589	0.9911788252	0.1239069763
590	0.9911841358	0.123854918
591	0.9911949995	0.1238005707
592	0.9911975187	0.1237839806
593	0.9912037541	0.1237507583
594	0.9912075357	0.1237281516
595	0.9912148216	0.1236873619
596	0.9912208247	0.1236476658
597	0.9912317491	0.1235883888
598	0.9912387073	0.1235514043
599	0.9912483957	0.1235078308
600	0.9912565542	0.1234614074
601	0.9912578993	0.1234537874
602	0.9912677159	0.1234028196
603	0.991278111	0.1233541214
604	0.9912809873	0.1233348553
605	0.9912862336	0.1233047999
606	0.9912959924	0.1232521333
607	0.9913023474	0.1232209484
608	0.9913076452	0.1231904503
609	0.9913135586	0.1231534007
610	0.9913194984	0.1231195355
611	0.9913262164	0.1230824249
612	0.9913269769	0.1230741163
613	0.9913379543	0.1230158448
614	0.9913395063	0.1230069589
615	0.9913447076	0.1229747633
616	0.9913520677	0.1229295819
617	0.9913526901	0.1229250772
618	0.9913707766	0.1227662116
619	0.9913835633	0.1227033504
620	0.991432868	0.1223772079
621	0.9914375062	0.1223540621
622	0.9914486531	0.1222890261
623	0.9914566417	0.1222441983
624	0.9914610192	0.1222243393
625	0.9914694991	0.1221712246
626	0.9914714244	0.1221581506
627	0.9914757671	0.1221315025
628	0.9914867289	0.1220740133
629	0.9914932786	0.122030522
630	0.9915006245	0.1219877425
631	0.9915038641	0.1219677655
632	0.9915100873	0.1219307264
633	0.9915140488	0.1219077817
634	0.9915167248	0.1218899707
635	0.9915283806	0.1218334015
636	0.9915363023	0.1217892144
637	0.9915437525	0.1217457632
638	0.9915495466	0.12171098
639	0.9915557919	0.1216711564
640	0.9915572528	0.1216621264
641	0.9915616034	0.1216254793
642	0.9915638931	0.1216129161
643	0.9915699519	0.1215790349
644	0.9915751902	0.1215416528
645	0.9915806572	0.1215052207
646	0.9915846044	0.1214767555
647	0.99159024	0.1214378494
648	0.9915949721	0.1214132196
649	0.9916015688	0.1213731305
650	0.991602867	0.1213651361
651	0.991610256	0.1213201492
652	0.9916153544	0.1212848529
653	0.991623722	0.1212405008
654	0.9916298039	0.1211468983
655	0.9916326737	0.1211288938
656	0.99163662	0.1211028148
657	0.9916425307	0.1210646768
658	0.9916484989	0.1210280225
659	0.9916547619	0.1209948821
660	0.9916611654	0.1209572284
661	0.9916688589	0.1209119442
662	0.9916731244	0.1208931378
663	0.9916796152	0.1208621156
664	0.9916841764	0.1208346138
665	0.9916897863	0.1208060961
666	0.9916938651	0.1207821466
667	0.9916970369	0.1207592794
668	0.9917048745	0.120725253
669	0.9917175884	0.1206532122
670	0.9917233297	0.1206241183
671	0.9917267272	0.1206028552
672	0.991732722	0.1205602648
673	0.9917381367	0.120526517
674	0.9917415168	0.1205104202
675	0.9917448502	0.120487766
676	0.9917488515	0.1204623598
677	0.9917532927	0.1204306692
678	0.9917595854	0.120390405
679	0.9917627906	0.1203710649
680	0.9917667723	0.1203451012
681	0.9917747794	0.1202960842
682	0.9917809964	0.1202591147
683	0.9917831598	0.1202430318
684	0.9917843372	0.1202338716
685	0.9917867841	0.1202173075
686	0.9917920599	0.1201871319
687	0.9917953227	0.1201531412
688	0.9918008242	0.1201102949
689	0.991806975	0.1200800111
690	0.9918134614	0.1200409285
691	0.9918208918	0.1200064265
692	0.991826031	0.1199730999
693	0.991827704	0.1199624937
694	0.9918340515	0.1199143519
695	0.991837656	0.1198923763
696	0.9918421724	0.1198712934
697	0.9918491634	0.1198322319
698	0.9918557014	0.1197959325
699	0.9918591208	0.1197707573
700	0.9918681845	0.1197138265
701	0.9918712373	0.1196925934
702	0.9918757077	0.1196123062
703	0.9918867508	0.1195617328
704	0.991889799	0.119544952
705	0.9918954978	0.1195123351
706	0.9919030105	0.119462574
707	0.9919083475	0.1194297992
708	0.9919175634	0.1193875356
709	0.9919254439	0.1193433023
710	0.9919296264	0.119323978
711	0.9919332484	0.1193008362
712	0.9919420099	0.1192630853
713	0.9919479189	0.1192244188
714	0.9919501427	0.1192085852
715	0.9919564949	0.1191741479
716	0.9919644791	0.1191304658
717	0.9919703279	0.1190951345
718	0.9919726787	0.1190792384
719	0.9919800584	0.1190137682
720	0.9919866338	0.1189730939
721	0.9919903617	0.1189546245
722	0.9919967859	0.1189208547
723	0.9920073939	0.118861449
724	0.9920158078	0.1188111151
725	0.9920190853	0.1187922964
726	0.992028854	0.1187357391
727	0.9920293746	0.1187253554
728	0.9920365196	0.1186856723
729	0.9920419514	0.1186434951
730	0.9920563368	0.1185176691
731	0.9920628153	0.118481221
732	0.9921026144	0.1180980423
733	0.9921056363	0.118074489
734	0.9921107341	0.118040712
735	0.9921183507	0.1179974624
736	0.9921243731	0.1179583746
737	0.9921305431	0.1179181724
738	0.9921386311	0.1178732429
739	0.9921456383	0.1178368278
740	0.9921538908	0.1177873483
741	0.9921563219	0.1177696242
742	0.9921665089	0.1177239962
743	0.9921682768	0.1177091568
744	0.9921732405	0.1176870715
745	0.9921816285	0.1176426041
746	0.9921833151	0.1176324675
747	0.9921923536	0.1175902795
748	0.9921964084	0.1175647673
749	0.992200368	0.1174937482
750	0.9922090543	0.1174445939
751	0.9922139668	0.1174169472
752	0.9922221184	0.1173688919
753	0.9922250798	0.1173515811
754	0.9922281836	0.1173341117
755	0.9922317327	0.1173118167
756	0.9922409756	0.1172671336
757	0.9922492782	0.1172252565
758	0.9922557172	0.1171935559
759	0.9922611469	0.1171563558
760	0.9922640485	0.1171391295
761	0.9922684557	0.1171080553
762	0.9922728339	0.1170860474
763	0.9922816763	0.1170391127
764	0.9922868561	0.1170118895
765	0.9922893547	0.1169938936
766	0.9922966555	0.1169479359
767	0.9922982714	0.1169347619
768	0.9923042079	0.1168978838
769	0.9923072518	0.116881767
770	0.992308611	0.1168692299
771	0.9923170197	0.116823984
772	0.9923216918	0.11680004
773	0.9923239051	0.1167876632
774	0.992330176	0.1167476693
775	0.9923356862	0.1167142751
776	0.9923389739	0.1166955843
777	0.9923403033	0.1166860169
778	0.9923443512	0.1166591224
779	0.992345846	0.1166494959
780	0.9923545867	0.1166093632
781	0.9923565634	0.1165919079
782	0.9923619602	0.1165591577
783	0.9923632511	0.116549697
784	0.9923682206	0.1165184857
785	0.9923736905	0.1164839053
786	0.9923784898	0.1164554862
787	0.992377994	0.1164288099
788	0.9923787902	0.1164205788
789	0.992385583	0.1163805823
790	0.9923900279	0.1163494011
791	0.9923984723	0.1163086345
792	0.9924013063	0.11629401
793	0.9924065859	0.1162575257
794	0.9924135594	0.116207625
795	0.9924174395	0.1161816201
796	0.9924224616	0.1161533586
797	0.992427037	0.1161278136
798	0.9924306732	0.1161037539
799	0.9924342838	0.1160793865
800	0.9924381171	0.1160557252
801	0.9924455452	0.1160142999
802	0.9924507905	0.1159794589
803	0.9924552689	0.1159521667
804	0.9924597814	0.1159173264
805	0.9924629665	0.1158977717
806	0.9924707621	0.1158610046
807	0.9924709471	0.1158534409
808	0.9924778153	0.1158143246
809	0.9924835958	0.1157746816
810	0.9924889703	0.1157463709
811	0.9924977904	0.1157054788
812	0.9924999493	0.1156914702
813	0.9925070037	0.1156498975
814	0.9925113208	0.1156229062
815	0.9925158141	0.1155942925
816	0.9925197783	0.115564266
817	0.9925251119	0.1155338595
818	0.9925343041	0.1154810467
819	0.992536531	0.1154689084
820	0.9925407061	0.115441185
821	0.9925444606	0.1154115315
822	0.9925550534	0.1153574144
823	0.9925615015	0.1153219462
824	0.992567239	0.1152847146
825	0.9925765559	0.1152352025
826	0.9925802461	0.1151991984
827	0.9925892118	0.1151483044
828	0.9925953821	0.1151168457
829	0.9926455996	0.114801299
830	0.9926536441	0.11476066
831	0.9926617113	0.1147113329
832	0.9926667897	0.1146811441
833	0.9926734903	0.1146492269
834	0.9926761937	0.1146305105
835	0.9926843	0.1145845475
836	0.9926880552	0.1145601956
837	0.9926927154	0.114533166
838	0.9926973199	0.1144725547
839	0.9927035287	0.1144335131
840	0.9927064659	0.1144120118
841	0.9927121615	0.1143797574
842	0.9927163316	0.1143513434
843	0.9927216199	0.1143179981
844	0.9927278962	0.1142809743
845	0.9927324082	0.1142570056
846	0.9927354545	0.1142381103
847	0.992739275	0.114208599
848	0.9927425325	0.1141852987
849	0.9927444061	0.1141717674
850	0.9927488811	0.1141419945
851	0.9927565029	0.1141009077
852	0.9927592901	0.1140867136
853	0.992789133	0.113761969
854	0.9927916987	0.1137436847
855	0.9927940431	0.1137212247
856	0.9927981491	0.1136872095
857	0.9928049666	0.1136503878
858	0.9928131881	0.113596281
859	0.9928152948	0.1135838568
860	0.9928228574	0.1135410392
861	0.9928284945	0.1135103048
862	0.9928342688	0.1134806237
863	0.9928397666	0.1134497797
864	0.9928421799	0.1134372644
865	0.9928479312	0.1133860163
866	0.9928523807	0.1133599081
867	0.9928573834	0.1133264973
868	0.9928629849	0.1132890899
869	0.9928663312	0.113266829
